sim2sim_base_euler_roll,sim2sim_base_euler_pitch,sim2sim_base_euler_yaw,sim2sim_dof_pos_0,sim2sim_dof_pos_1,sim2sim_dof_pos_2,sim2sim_dof_pos_3,sim2sim_dof_pos_4,sim2sim_dof_pos_5,sim2sim_dof_pos_6,sim2sim_dof_pos_7,sim2sim_dof_pos_8,sim2sim_dof_pos_9,sim2sim_dof_pos_10,sim2sim_dof_pos_11,sim2sim_target_dof_pos_0,sim2sim_target_dof_pos_1,sim2sim_target_dof_pos_2,sim2sim_target_dof_pos_3,sim2sim_target_dof_pos_4,sim2sim_target_dof_pos_5,sim2sim_target_dof_pos_6,sim2sim_target_dof_pos_7,sim2sim_target_dof_pos_8,sim2sim_target_dof_pos_9,sim2sim_target_dof_pos_10,sim2sim_target_dof_pos_11
-1.967283559882326e-05,0.0013089874472836654,0.0004212992369926547,-0.600419725339526,1.898934627007009e-06,4.414626539444668e-06,1.2000882476143038,-0.5945434313230582,1.1119547802672484e-05,-0.6004113207240787,-1.5665303052891577e-06,-3.7823545222938565e-06,1.200077770950885,-0.5945282287847772,1.1622087848678019e-05,-0.3235560953617096,0.21630841493606567,-0.18399247527122498,-0.41486069560050964,0.1112295463681221,0.16662080585956573,-0.6666988730430603,0.07131984829902649,-0.0020610764622688293,0.8368256092071533,0.30968165397644043,-0.02423013746738434
-0.00024741145231137434,-0.0007631549848406635,-0.003060569972527497,-0.5786962476477054,0.007715205341369297,-0.003940480487375368,1.1177885866312605,-0.38242026278247204,0.05524529314341921,-0.6043373100079119,0.0074726897851290905,0.002634532741485855,1.1661506753640465,-0.31411905891473185,-0.005581461002822358,-0.47077640891075134,-0.24112704396247864,0.07288576662540436,0.4169422686100006,-0.2573658227920532,-0.07096299529075623,-0.2614152133464813,0.1385008543729782,-0.13091939687728882,1.009068489074707,0.2978260815143585,0.024354875087738037
0.0012100004016352014,-0.008536012349100992,-0.004842230475342503,-0.5029728989281383,0.006088438600107531,-0.018157448205403992,0.9423585875906056,-0.31896434574128585,0.03319669174669511,-0.5738460206580397,0.012737960699071744,0.0012461182966326972,1.0995397694648108,-0.10408846647490899,0.015901001185732414,-0.21674562990665436,-0.03177617862820625,-0.059303537011146545,0.502185046672821,-0.14235611259937286,-0.024632176384329796,-0.635947585105896,0.20704466104507446,-0.08046013861894608,1.1751670837402344,0.1668265014886856,0.029519550502300262
0.003998563526476263,-0.019154778103743757,-0.0058264661687999954,-0.42201674699316516,-0.0013072602157758967,-0.03205409124357161,0.7592376591879344,-0.2595721249159763,0.0232919678553149,-0.5412769586642672,0.024062159402330557,-0.0031971029695932285,1.0553448109738042,-0.003764126639638706,0.04541859852631486,-0.1924201250076294,-0.04628361761569977,0.007249295711517334,0.5269384980201721,-0.17734815180301666,-0.016550971195101738,-0.6708595156669617,-0.007348150014877319,-0.075127013027668,1.2046637535095215,0.09210522472858429,-0.0006066784262657166
0.007418449385423345,-0.026548446594004124,-0.010572523226852966,-0.35392552330249005,-0.00610643222485846,-0.03875582275785466,0.6053425068297047,-0.22705480614289977,0.025611424164415073,-0.5338373447693678,0.03501230046487861,-0.015297356117279585,1.0537127656516194,0.03327866482547097,0.03487961360030021,-0.2828940749168396,0.04885387793183327,0.010860234498977661,0.47857674956321716,-0.1876554936170578,0.023110220208764076,-0.6220850348472595,-0.05943995714187622,-0.018651001155376434,1.0461792945861816,-0.1039537638425827,-0.049610137939453125
0.010352568268809901,-0.026472924705706776,-0.014461228825412708,-0.3098388458482954,-0.005484894530027003,-0.03106069222192777,0.4965671312433823,-0.21045825815501812,0.034421056806516526,-0.5410968321070939,0.038710334585705476,-0.032034622206627734,1.070755393913088,-0.005339393119169977,0.023773213823918837,-0.29381194710731506,0.09290674328804016,0.03583739697933197,0.3943670690059662,-0.21020062267780304,0.04565567523241043,-0.46916624903678894,-0.08627469837665558,-0.007611162960529327,0.9614055752754211,-0.24081198871135712,-0.06626832485198975
0.01161675117031407,-0.02448204425034669,-0.017864059898555797,-0.28327765963422774,0.00400138253369531,-0.00999404597002444,0.424699409418435,-0.20806454131752375,0.04416298145130779,-0.5438694198513684,0.03856742931484716,-0.04787125377499943,1.0749381048192168,-0.0824521600132371,0.03445479726660255,-0.2700980007648468,0.0993727445602417,0.039695993065834045,0.26992860436439514,-0.2157222032546997,0.06106483191251755,-0.37571465969085693,-0.023724697530269623,-0.00959528237581253,0.9406411051750183,-0.3029426336288452,-0.05737704783678055
0.010837734347176761,-0.02535705526318601,-0.020282104273724885,-0.25987492293137093,0.01824934165060859,0.015254799127665808,0.36742812196194896,-0.20971280065872117,0.05422173030121373,-0.5309826365367575,0.03765634494848311,-0.060115062002596364,1.0567097111547408,-0.1591349454215193,0.04334247603895813,-0.2627679407596588,0.0802624523639679,0.06943649053573608,0.17957709729671478,-0.24178524315357208,0.052878521382808685,-0.32183578610420227,0.007105790078639984,-0.05174998193979263,0.9648677706718445,-0.3041211664676666,-0.04450708627700806
0.008350649765965484,-0.027525182210838595,-0.01927810719610261,-0.23407799624761344,0.03289607455691239,0.038121017838509075,0.3114812217997209,-0.21855472034541418,0.05604711554308835,-0.5047422907493634,0.036852811530093565,-0.06891081686560015,1.024280698405133,-0.212772876522398,0.05030770685022077,-0.2663499116897583,0.06901606917381287,0.10593670606613159,0.10467927157878876,-0.2535938322544098,0.0468488484621048,-0.29735317826271057,0.038823202252388,-0.06318745762109756,0.9937413334846497,-0.3000917136669159,-0.03671018034219742
0.006242517440283358,-0.032933619794261224,-0.016310429632689954,-0.22639199272767815,0.045731015699704225,0.05022477498638654,0.2836607996348208,-0.18365232493288933,0.029252518813399235,-0.4732796788593157,0.034418504359614625,-0.07519346442210346,0.9906194461076979,-0.24623637337312523,0.054761353377218575,-0.2628698945045471,0.2210158109664917,0.04390735924243927,-0.10801607370376587,-0.3489256501197815,0.06673958897590637,-0.47168344259262085,0.03342504799365997,-0.10090760141611099,0.9354324340820312,-0.3496032655239105,-0.039308637380599976
